CALDAY,IS_MBS,CITY,BUSINESS_UNIT,VALUE_TRANSACTIONS_TOTAL,VALUE_SALE_AMOUNT_TOTAL
2023-04-15,1,HÀ NỘI,2000,61294,9209826606
2022-02-26,0,HÀ NỘI,2000,182070,23746146362
2023-08-24,0,HÀ NỘI,2000,111675,9702889161
2023-08-20,0,HÀ NỘI,1009,51,2387520
2023-01-08,0,HÀ NỘI,2000,161500,17042171623
2022-11-21,1,HÀ NỘI,2000,5890,835305150
2023-01-10,0,HỒ CHÍ MINH,1009,134,6478048
2024-03-23,1,HỒ CHÍ MINH,1500,5482,2041935517
2023-01-28,0,HỒ CHÍ MINH,2000,85296,9576252023
2023-10-25,1,HÀ NỘI,2000,99064,11250013779
2023-06-28,0,HỒ CHÍ MINH,1009,97,4144284
2024-04-03,0,HỒ CHÍ MINH,1009,45,1717244
2023-07-15,1,HỒ CHÍ MINH,1500,6624,2254407296
2024-01-22,0,HÀ NỘI,2000,82334,8247472565
2023-08-28,0,HÀ NỘI,1500,30954,5865999644
2023-08-06,1,HÀ NỘI,1009,113,10827940
2022-09-16,0,HÀ NỘI,1500,40845,9979732355
2024-03-30,1,HỒ CHÍ MINH,2000,48844,6854240049
2023-09-25,1,HỒ CHÍ MINH,1009,163,41753131
2023-11-24,0,HÀ NỘI,1500,19410,3726271433
2024-04-21,0,HỒ CHÍ MINH,2000,77159,6231083430
2023-03-12,1,HÀ NỘI,1009,53,6307700
2023-12-31,1,HÀ NỘI,1500,23098,8116742397
2023-04-25,1,HÀ NỘI,2000,60125,7588949951
2023-09-25,0,HÀ NỘI,2000,108364,10148396060
2023-05-30,1,HỒ CHÍ MINH,1009,171,20161234
2024-02-04,1,HÀ NỘI,1500,28582,17921208011
2023-01-18,0,HỒ CHÍ MINH,2000,90962,13981623733
2023-01-11,1,HÀ NỘI,1500,13099,4041790220
2023-07-10,1,HỒ CHÍ MINH,1009,224,30827491
2022-12-09,1,HÀ NỘI,1009,54,3699750
2022-06-21,0,HỒ CHÍ MINH,1500,14058,3682054439
2024-02-19,0,HÀ NỘI,2000,104877,8732612801
2022-07-21,0,HÀ NỘI,1500,44611,11517308311
2022-06-20,0,HỒ CHÍ MINH,1500,13305,3402253569
2022-10-04,0,HỒ CHÍ MINH,2000,107144,13692870391
2022-11-19,0,HỒ CHÍ MINH,2000,116540,13964330401
2022-11-21,0,HÀ NỘI,2000,203275,21804179659
2023-07-16,1,HÀ NỘI,2000,95147,12814021264
2023-06-17,0,HỒ CHÍ MINH,2000,88994,9424893811
2022-03-12,0,HÀ NỘI,1500,41214,14688195822
2023-03-19,1,HÀ NỘI,1500,20176,7469839475
2023-05-13,0,HỒ CHÍ MINH,1500,9653,2357167602
2022-03-23,0,HỒ CHÍ MINH,1500,13126,3214635128
2023-04-26,0,HỒ CHÍ MINH,1009,195,11884468
2024-03-09,1,HÀ NỘI,2000,83204,11892917919
2023-09-22,1,HỒ CHÍ MINH,1500,5097,1382422438
2022-09-20,1,HÀ NỘI,2000,6596,948661886
2023-01-25,1,HÀ NỘI,2000,7644,1190231694
2024-04-02,1,HỒ CHÍ MINH,1500,5126,1377871736
2023-08-03,1,HỒ CHÍ MINH,1500,5165,1446599967
2022-09-14,1,HỒ CHÍ MINH,2000,3068,529002030
2023-09-04,1,HỒ CHÍ MINH,1009,147,16972376
2023-05-05,1,HỒ CHÍ MINH,1009,98,7100450
2023-08-29,1,HÀ NỘI,1009,64,17390070
2023-07-31,0,HỒ CHÍ MINH,1009,102,5130231
2023-07-09,1,HỒ CHÍ MINH,1009,170,14003139
2023-01-21,1,HÀ NỘI,2000,7964,1917320418
2023-09-18,1,HỒ CHÍ MINH,2000,44022,5989645605
2024-01-05,0,HÀ NỘI,1009,1,16400
2023-02-06,0,HỒ CHÍ MINH,1500,10928,2534429194
2023-10-11,0,HỒ CHÍ MINH,1009,218,13645667
2023-05-25,0,HỒ CHÍ MINH,1500,8535,1711408544
2023-09-29,1,HÀ NỘI,1500,16486,4888101775
2022-11-17,1,HÀ NỘI,2000,5893,879425581
2022-09-21,0,HÀ NỘI,1500,42080,10079518948
2023-08-23,1,HÀ NỘI,1009,97,11976320
2023-07-25,1,HÀ NỘI,1500,19254,5516596104
2023-08-13,1,HÀ NỘI,1009,83,9941030
2023-01-27,0,HÀ NỘI,1500,33558,8241768804
2023-08-11,0,HỒ CHÍ MINH,1009,124,6210260
2023-01-06,1,HÀ NỘI,2000,47665,6282502570
2022-10-06,0,HỒ CHÍ MINH,2000,104115,13418303801
2023-04-23,1,HÀ NỘI,1009,45,5293870
2023-03-21,1,HỒ CHÍ MINH,2000,26871,4093210048
2023-06-17,0,HÀ NỘI,1009,42,3040950
2024-01-17,1,HỒ CHÍ MINH,2000,56716,7018074446
2022-05-03,0,HÀ NỘI,2000,205288,22541562192
2022-02-25,0,HÀ NỘI,2000,174529,22508901064
2023-12-01,0,HÀ NỘI,1009,79,6093665
2022-03-01,0,HỒ CHÍ MINH,2000,106163,14688372255
2023-04-15,1,HỒ CHÍ MINH,1500,7608,2268645057
2023-09-23,0,HỒ CHÍ MINH,1009,197,9416740
2023-06-19,0,HỒ CHÍ MINH,1500,9272,1902696556
2023-01-31,0,HỒ CHÍ MINH,2000,84676,10785529727
2023-07-20,0,HÀ NỘI,1500,27540,5619469107
2022-08-17,0,HÀ NỘI,2000,217398,24931075326
2023-07-21,0,HỒ CHÍ MINH,1500,9492,1979631127
2023-05-09,0,HÀ NỘI,1009,78,4787300
2023-08-20,1,HÀ NỘI,1009,85,4804640
2023-08-02,1,HÀ NỘI,1009,142,12112450
2022-05-28,0,HÀ NỘI,2000,206513,23047489567
2023-02-20,1,HÀ NỘI,2000,45058,5544115055
2022-10-29,0,HỒ CHÍ MINH,1500,17181,5355574859
2023-12-29,1,HỒ CHÍ MINH,2000,51729,6866389133
2023-12-09,1,HÀ NỘI,1009,39,4459530
2023-10-13,1,HỒ CHÍ MINH,2000,37975,5421394532
2022-10-23,1,HỒ CHÍ MINH,1009,31,4102400
2024-03-22,1,HỒ CHÍ MINH,1009,103,11975995
2023-04-05,0,HỒ CHÍ MINH,1500,8249,1741066585
2022-11-12,0,HÀ NỘI,2000,217387,24558631012
2022-04-27,0,HÀ NỘI,1500,35584,9439819371
2024-02-17,0,HỒ CHÍ MINH,2000,61518,5796150464
2022-11-27,0,HÀ NỘI,1500,56726,17176125827
2022-08-03,0,HỒ CHÍ MINH,2000,99184,12410009105
2023-11-04,0,HÀ NỘI,2000,108457,8936152400
2023-07-12,1,HÀ NỘI,2000,93695,11270681110
2022-11-29,0,HÀ NỘI,1500,41305,11428070635
2023-06-21,0,HỒ CHÍ MINH,2000,86230,8446620277
2022-06-18,0,HỒ CHÍ MINH,1500,16760,5067608296
2023-04-20,1,HỒ CHÍ MINH,2000,27454,3948580865
2023-03-20,1,HỒ CHÍ MINH,1009,100,14684134
2023-05-16,0,HỒ CHÍ MINH,1500,7788,1557533746
2023-11-22,0,HÀ NỘI,1500,19161,4082660847
2023-11-10,1,HÀ NỘI,1500,21429,5563341093
2023-06-18,0,HÀ NỘI,1500,32139,7344820123
2023-10-08,0,HỒ CHÍ MINH,1009,259,10205315
2023-01-19,1,HÀ NỘI,1500,9264,5340060366
2022-11-11,1,HÀ NỘI,2000,7310,1104527557
2023-07-28,1,HỒ CHÍ MINH,2000,30366,4368960830
2023-04-26,0,HÀ NỘI,1500,22887,5182317453
2023-09-27,0,HỒ CHÍ MINH,1500,8025,2315040730
2023-02-27,1,HÀ NỘI,1500,12966,3396640614
2022-12-27,1,HÀ NỘI,2000,6130,875056561
2023-09-21,1,HÀ NỘI,1009,68,8904050
2023-01-23,0,HÀ NỘI,2000,342,50135587
2022-11-17,0,HỒ CHÍ MINH,1009,135,7195250
2023-03-18,0,HỒ CHÍ MINH,1009,213,13011244
2023-08-21,1,HỒ CHÍ MINH,1009,148,11379584
2023-06-23,0,HỒ CHÍ MINH,1009,128,8263320
2023-03-10,1,HỒ CHÍ MINH,1009,100,10144150
2024-01-23,0,HỒ CHÍ MINH,1009,52,3214390
2023-06-13,0,HỒ CHÍ MINH,1009,117,6745004
2023-11-20,0,HÀ NỘI,1009,95,4060630
2024-02-01,0,HỒ CHÍ MINH,1009,43,2136890
2022-09-17,1,HÀ NỘI,1009,20,2223000
2023-12-31,0,HỒ CHÍ MINH,1009,73,3575170
2023-07-14,0,HÀ NỘI,1009,48,1984500
2022-07-11,0,HÀ NỘI,2000,209461,23550885985
2023-07-02,0,HÀ NỘI,2000,134990,11854184631
2023-11-19,1,HÀ NỘI,1500,28530,9715418830
2023-07-05,0,HỒ CHÍ MINH,1009,89,5035595
2023-05-27,1,HÀ NỘI,1500,18350,6620009497
2022-11-20,0,HÀ NỘI,1009,19,2035100
2023-06-23,1,HỒ CHÍ MINH,1500,5123,1375901930
2024-04-17,1,HỒ CHÍ MINH,2000,42985,5734934925
2023-03-29,0,HÀ NỘI,2000,135553,12077922459
2024-02-23,0,HỒ CHÍ MINH,1009,46,1835168
2023-09-14,0,HỒ CHÍ MINH,2000,64658,7114038073
2023-10-09,1,HỒ CHÍ MINH,1009,135,49952257
2023-04-02,0,HÀ NỘI,1500,34740,9045996709
2022-08-14,0,HỒ CHÍ MINH,1500,17808,5477825702
2023-10-24,1,HÀ NỘI,2000,98498,11253470266
2022-12-17,0,HÀ NỘI,2000,201099,23288451031
2023-03-07,0,HÀ NỘI,2000,134513,12847989428
2023-03-11,1,HÀ NỘI,2000,51775,7500419867
2022-10-14,0,HỒ CHÍ MINH,1009,133,9465330
2023-10-18,0,HÀ NỘI,1009,51,2549216
2022-09-15,1,HÀ NỘI,2000,6458,958499338
2022-11-13,0,HÀ NỘI,2000,218766,24219757241
2022-09-24,1,HỒ CHÍ MINH,2000,3158,585339043
2023-04-10,1,HỒ CHÍ MINH,2000,28604,4177337146
2023-02-20,0,HÀ NỘI,1009,67,3664900
2023-09-09,1,HỒ CHÍ MINH,1500,6262,2181879033
2022-05-10,0,HÀ NỘI,2000,199993,21908809311
2023-03-01,1,HỒ CHÍ MINH,1009,78,13660340
2023-04-22,0,HÀ NỘI,2000,148227,13725710825
2022-12-30,0,HÀ NỘI,2000,173312,19797885532
2023-12-08,0,HÀ NỘI,2000,86670,7784504077
2023-03-01,0,HỒ CHÍ MINH,1500,8777,2001469208
2023-11-01,0,HỒ CHÍ MINH,2000,71663,6501775669
2022-06-04,0,HÀ NỘI,2000,224179,24520737210
2022-07-16,0,HÀ NỘI,1500,54498,16661754182
2022-06-03,0,HÀ NỘI,1500,42673,10730200354
2022-11-23,0,HÀ NỘI,2000,213662,23330000439
2023-07-04,0,HÀ NỘI,1500,27745,5093447071
2023-10-26,0,HÀ NỘI,2000,99763,8747810243
2023-08-30,1,HÀ NỘI,2000,85747,10724955589
2024-03-02,0,HÀ NỘI,1500,25496,6459937172
2024-03-23,1,HỒ CHÍ MINH,2000,51413,7365250089
2023-08-22,1,HÀ NỘI,1500,17722,5221027485
2023-11-17,0,HÀ NỘI,1500,19652,3822702230
2023-05-01,0,HÀ NỘI,1500,27338,6504757478
2023-09-17,0,HỒ CHÍ MINH,1500,10653,2486142937
2022-12-15,0,HỒ CHÍ MINH,1500,13140,3198128300
2023-03-11,1,HÀ NỘI,1500,17572,6384089869
2023-03-29,0,HÀ NỘI,1500,24737,5200165460
2022-10-25,1,HỒ CHÍ MINH,2000,3149,518886909
2023-04-19,1,HỒ CHÍ MINH,1500,5897,1485649754
2024-04-11,0,HỒ CHÍ MINH,1500,8538,1742781328
2024-02-05,1,HÀ NỘI,1500,24186,13346608972
2023-12-07,1,HÀ NỘI,1500,20843,5129812649
2023-06-16,1,HÀ NỘI,1009,120,14322395
2023-08-12,1,HỒ CHÍ MINH,1500,6066,2132864529
2023-04-29,1,HỒ CHÍ MINH,1500,7089,2308352993
2022-10-03,1,HỒ CHÍ MINH,2000,2408,415476085
2024-04-11,1,HỒ CHÍ MINH,1009,121,14104347
2022-09-08,1,HỒ CHÍ MINH,2000,987,194209260
2022-10-12,0,HỒ CHÍ MINH,1009,123,10803590
2023-02-16,0,HỒ CHÍ MINH,1009,182,15228068
2023-07-15,0,HỒ CHÍ MINH,1009,127,8889462
2023-05-12,0,HÀ NỘI,1009,66,3231150
2023-02-05,0,HÀ NỘI,1009,74,3183550
2023-04-17,0,HỒ CHÍ MINH,1009,202,11647181
2023-07-02,1,HÀ NỘI,1009,113,10767446
2023-06-29,0,HỒ CHÍ MINH,1009,125,7099000
2023-11-26,1,HÀ NỘI,1009,44,7366420
2024-02-19,0,HÀ NỘI,1500,20015,3676923855
2023-11-23,1,HÀ NỘI,1009,60,7023800
2022-02-06,0,HỒ CHÍ MINH,1500,11205,3209469910
2023-08-22,0,HÀ NỘI,1500,27689,4973378967
2023-07-24,1,HỒ CHÍ MINH,2000,34857,4989805412
2022-09-12,1,HÀ NỘI,1009,12,1682000
2024-03-07,1,HỒ CHÍ MINH,1500,4396,1340423480
2023-01-21,0,HỒ CHÍ MINH,1009,111,7093100
2023-01-23,1,HÀ NỘI,2000,5,715113
2022-12-01,0,HỒ CHÍ MINH,2000,104516,12464466576
2023-10-21,0,HỒ CHÍ MINH,1500,9602,2119542332
2023-10-01,0,HÀ NỘI,1009,56,4789120
2023-01-29,1,HÀ NỘI,1009,29,2491500
2023-01-14,1,HÀ NỘI,1009,48,3808500
2022-08-03,0,HỒ CHÍ MINH,1500,13998,3526767961
2024-02-13,0,HÀ NỘI,2000,103236,9956662570
2024-01-12,0,HÀ NỘI,2000,82465,8184626320
2023-02-05,1,HỒ CHÍ MINH,1009,79,9613371
2023-07-09,1,HÀ NỘI,1009,109,12273900
2023-09-30,1,HỒ CHÍ MINH,1500,6472,2324961775
2023-11-08,1,HỒ CHÍ MINH,2000,44885,6084566359
2023-03-12,0,HỒ CHÍ MINH,1009,192,10471222
2023-09-04,1,HÀ NỘI,1500,20538,7603281367
2023-11-21,0,HÀ NỘI,1009,65,3528480
2022-04-24,0,HÀ NỘI,1500,48397,15721336387
2022-05-22,0,HỒ CHÍ MINH,2000,116687,14977588089
2024-02-13,0,HỒ CHÍ MINH,1500,7260,1597803477
2022-10-02,0,HỒ CHÍ MINH,1500,19289,6330874455
2022-11-11,0,HÀ NỘI,2000,192455,20628500056
2022-09-12,0,HỒ CHÍ MINH,1500,13013,3222412390
2023-01-13,0,HÀ NỘI,2000,180628,22698117905
2022-12-11,0,HÀ NỘI,2000,198913,22452353820
2022-06-11,0,HÀ NỘI,1500,53204,16373509336
2022-07-15,0,HÀ NỘI,1500,45115,11620355616
2022-05-09,0,HÀ NỘI,1500,37622,9202483066
2024-01-25,0,HÀ NỘI,2000,88783,9695878937
2024-02-21,1,HÀ NỘI,2000,75494,8526785348
2022-09-21,0,HỒ CHÍ MINH,1500,13503,3559052780
2022-12-19,0,HỒ CHÍ MINH,2000,103415,12972532200
2024-04-18,1,HỒ CHÍ MINH,2000,51235,7138229774
2024-01-23,0,HÀ NỘI,2000,87539,8670422434
2024-04-11,1,HỒ CHÍ MINH,2000,45225,5964775527
2022-07-20,0,HỒ CHÍ MINH,1500,13915,3603799974
2023-06-05,0,HỒ CHÍ MINH,1500,9234,1905132437
2023-07-22,1,HỒ CHÍ MINH,2000,32314,4966300931
2023-12-16,1,HỒ CHÍ MINH,1500,6156,2134378699
2023-02-05,1,HÀ NỘI,1500,11028,3824901691
2022-10-14,1,HỒ CHÍ MINH,2000,2029,341127314
2023-08-22,1,HỒ CHÍ MINH,1500,4925,1456897788
2022-12-09,1,HỒ CHÍ MINH,1009,110,12223549
2023-08-01,1,HỒ CHÍ MINH,1009,152,12878000
2023-07-30,1,HỒ CHÍ MINH,1009,185,14000465
2022-12-22,1,HÀ NỘI,1009,21,3090483
2023-02-26,0,HÀ NỘI,1009,55,4683650
2023-12-09,0,HÀ NỘI,1009,69,3420160
2023-05-14,1,HỒ CHÍ MINH,1009,112,10078800
2023-03-10,1,HÀ NỘI,1009,53,11221500
2023-10-10,1,HÀ NỘI,1009,80,14329570
2023-10-11,0,HÀ NỘI,1009,49,2952650
2022-09-15,0,HÀ NỘI,1009,12,596700
2023-03-16,0,HÀ NỘI,1009,65,6207316
2022-07-14,0,HỒ CHÍ MINH,1500,14065,3626918399
2023-04-02,0,HÀ NỘI,1009,83,5695640
2022-09-17,0,HỒ CHÍ MINH,1009,155,14340930
2023-06-07,1,HÀ NỘI,2000,66825,8852006706
2022-04-30,0,HỒ CHÍ MINH,1500,17422,5853495594
2022-05-27,0,HÀ NỘI,1500,38772,10443391470
2023-03-13,1,HÀ NỘI,1500,14309,4026788525
2023-10-05,0,HÀ NỘI,1009,49,2908500
2023-09-29,0,HÀ NỘI,1500,27747,5384474482
2023-12-30,0,HỒ CHÍ MINH,2000,64290,5819715499
2023-12-16,1,HỒ CHÍ MINH,2000,54962,7737784718
2022-09-11,0,HỒ CHÍ MINH,2000,121999,15161090535
2022-03-13,0,HÀ NỘI,1500,43060,15683153550
2023-05-11,1,HỒ CHÍ MINH,1009,105,11140965
2024-01-09,1,HỒ CHÍ MINH,2000,56440,6908817994
2022-02-15,0,HỒ CHÍ MINH,1500,12213,3672261973
2023-06-15,0,HỒ CHÍ MINH,1500,9161,1880591617
2022-03-25,0,HỒ CHÍ MINH,1500,13248,3161747973
2023-03-15,0,HÀ NỘI,2000,139075,14284241110
2024-01-01,1,HÀ NỘI,2000,97889,12504759240
2023-07-05,0,HÀ NỘI,1009,43,2562050
2023-03-07,1,HÀ NỘI,1500,12882,3687080361
2023-01-22,1,HỒ CHÍ MINH,2000,3,564420
2022-01-02,0,HỒ CHÍ MINH,2000,99963,14046138001
2023-07-17,0,HÀ NỘI,1500,30035,6044165188
2023-02-17,0,HỒ CHÍ MINH,1500,10941,2836153697
2023-10-03,0,HỒ CHÍ MINH,2000,77015,9355642179
2024-04-01,1,HỒ CHÍ MINH,1009,117,12553293
2023-10-07,1,HÀ NỘI,2000,103712,13760252072
2022-03-27,0,HÀ NỘI,2000,185162,22204672383
2023-02-17,0,HÀ NỘI,1009,59,3849370
2023-03-10,0,HỒ CHÍ MINH,1500,8500,1815013320
2022-02-04,0,HÀ NỘI,1500,29300,9162020099
2023-12-20,1,HỒ CHÍ MINH,1500,5318,1507938076
2022-11-29,1,HỒ CHÍ MINH,1009,87,4842080
2024-04-09,0,HỒ CHÍ MINH,1009,35,1452087
2023-09-30,0,HỒ CHÍ MINH,1500,10552,2848243728
2022-09-11,0,HÀ NỘI,1500,54404,16940238441
2022-08-29,0,HÀ NỘI,2000,213263,20858976987
2023-07-20,1,HÀ NỘI,1009,96,8092891
2023-12-29,1,HÀ NỘI,2000,90412,11070065003
2022-10-30,0,HÀ NỘI,2000,220298,23667907744
2024-03-12,0,HÀ NỘI,2000,107201,10709867585
2022-12-02,0,HÀ NỘI,1500,39774,9840079756
2023-02-06,0,HỒ CHÍ MINH,2000,85513,10213988126
2023-12-05,1,HÀ NỘI,2000,99769,11339404469
2022-11-28,0,HỒ CHÍ MINH,1500,13977,4292387947
2022-10-16,0,HÀ NỘI,1500,55267,16992247785
2022-06-02,0,HỒ CHÍ MINH,1500,12381,3084829276
2024-02-28,1,HÀ NỘI,2000,73706,8576254945
2023-10-28,0,HÀ NỘI,1500,27737,6556812951
2023-05-31,0,HỒ CHÍ MINH,1500,9237,1969210585
2023-03-09,1,HỒ CHÍ MINH,2000,25415,3786956137
2023-11-05,0,HỒ CHÍ MINH,1009,174,22385881
2024-01-15,0,HÀ NỘI,1500,20621,4530671893
2024-03-11,1,HÀ NỘI,1500,21020,5050047219
2023-05-12,1,HÀ NỘI,1500,15625,4558107453
2024-02-05,1,HỒ CHÍ MINH,1500,4916,2328114138
2023-09-12,0,HỒ CHÍ MINH,1500,8886,1884081347
2023-12-10,1,HỒ CHÍ MINH,1500,7227,2636997019
2023-09-02,1,HỒ CHÍ MINH,1500,5355,1876038898
2023-06-12,0,HỒ CHÍ MINH,1009,140,6086171
2024-02-25,1,HỒ CHÍ MINH,1009,150,59105057
2024-02-05,1,HỒ CHÍ MINH,1009,170,51779158
2023-10-02,1,HỒ CHÍ MINH,1009,132,18132842
2022-10-19,0,HỒ CHÍ MINH,1009,117,5827623
2023-06-05,0,HỒ CHÍ MINH,1009,141,8011418
2024-04-09,1,HÀ NỘI,2000,79049,9514576862
2023-05-15,0,HÀ NỘI,1009,44,2377700
2023-11-11,0,HỒ CHÍ MINH,1009,132,13030361
2023-03-04,1,HÀ NỘI,1009,35,2678600
2023-08-15,0,HÀ NỘI,2000,124123,15711234332
2024-04-19,0,HÀ NỘI,2000,125180,10853973633
2023-11-04,1,HÀ NỘI,1009,58,11065800
2024-01-17,0,HỒ CHÍ MINH,1009,55,2222786
2023-03-21,0,HỒ CHÍ MINH,1009,158,11020813
2022-11-11,0,HÀ NỘI,1500,40750,9906791412
2023-09-20,1,HÀ NỘI,1500,17441,4752665944
2023-08-12,1,HỒ CHÍ MINH,2000,39705,6139449146
2023-04-16,0,HÀ NỘI,1500,32304,8294385696
2023-04-29,0,HỒ CHÍ MINH,2000,88864,9108169482
2023-10-16,1,HÀ NỘI,1500,16851,4553734153
2023-08-03,0,HÀ NỘI,1500,26966,5398960466
2023-07-11,0,HÀ NỘI,2000,121492,10622539686
2023-09-21,1,HÀ NỘI,2000,87986,10771414279
2023-07-06,0,HÀ NỘI,2000,126810,10420077283
2022-06-18,0,HÀ NỘI,2000,229243,26251918853
2023-05-18,1,HÀ NỘI,2000,65506,9245563316
2023-01-09,1,HÀ NỘI,2000,42458,5777940092
2022-12-02,0,HỒ CHÍ MINH,1009,159,9091952
2023-07-03,0,HÀ NỘI,2000,121715,9882606404
2023-02-04,0,HÀ NỘI,2000,168331,17430177357
2023-03-08,1,HỒ CHÍ MINH,2000,23254,3547281527
2023-05-30,1,HÀ NỘI,2000,61895,8316694510
2022-12-08,1,HÀ NỘI,1009,25,2375000
2023-09-27,0,HỒ CHÍ MINH,2000,72466,6730146823
2024-03-20,1,HÀ NỘI,1500,21302,5242714129
2022-05-26,0,HỒ CHÍ MINH,2000,99137,12547632456
2023-09-21,1,HỒ CHÍ MINH,1009,164,45981722
2022-07-19,0,HÀ NỘI,1500,43355,10510657375
2023-03-07,1,HỒ CHÍ MINH,1500,3315,947617553
2022-07-23,0,HÀ NỘI,2000,216149,24803808740
2023-09-09,1,HÀ NỘI,1500,23478,8366608781
2022-10-04,0,HỒ CHÍ MINH,1500,13706,3397608393
2022-01-15,0,HÀ NỘI,2000,182944,26203209541
2022-04-02,0,HỒ CHÍ MINH,2000,111208,14432322402
2022-04-24,0,HỒ CHÍ MINH,2000,118566,14837980383
2022-01-16,0,HỒ CHÍ MINH,2000,103854,15271913310
2022-04-08,0,HỒ CHÍ MINH,1500,12517,3319117901
2024-03-04,1,HÀ NỘI,2000,77070,8994849901
2023-12-22,1,HÀ NỘI,2000,90752,10409309677
2024-04-07,0,HÀ NỘI,2000,132647,14824063225
2023-10-22,0,HÀ NỘI,1500,30509,6731445587
2023-03-19,1,HÀ NỘI,2000,56722,8413065535
2023-06-01,0,HÀ NỘI,1500,31879,6346570239
2022-06-01,0,HỒ CHÍ MINH,1500,14889,3725321444
2022-05-07,0,HỒ CHÍ MINH,1500,16423,4935518529
2024-04-13,1,HÀ NỘI,1500,25323,7603427356
2023-04-06,1,HÀ NỘI,2000,56249,7279367005
2022-11-20,1,HỒ CHÍ MINH,1009,67,8052000
2024-03-25,1,HÀ NỘI,2000,73102,9195294325
2023-04-06,0,HỒ CHÍ MINH,1500,7714,1560393928
2023-10-30,1,HÀ NỘI,1009,45,19394050
2023-12-06,1,HỒ CHÍ MINH,1009,315,16329664
2023-08-14,1,HỒ CHÍ MINH,1009,164,14179860
2023-11-25,1,HỒ CHÍ MINH,1009,433,64994926
2023-03-26,0,HÀ NỘI,1009,70,5111730
2023-10-04,0,HỒ CHÍ MINH,1009,245,11800354
2023-02-08,0,HÀ NỘI,1009,73,3789800
2023-04-03,0,HÀ NỘI,1009,80,6829947
2023-06-23,0,HÀ NỘI,1009,30,1897480
2022-12-05,0,HÀ NỘI,1009,49,2726900
2023-03-29,1,HÀ NỘI,1009,54,7843450
2022-11-12,0,HÀ NỘI,1500,50303,14595415079
2022-07-07,0,HỒ CHÍ MINH,1500,13944,3501231282
2022-10-05,1,HỒ CHÍ MINH,1009,26,2600500
2023-08-26,0,HÀ NỘI,1009,51,2149896
2023-01-31,1,HÀ NỘI,1009,36,3880400
2023-01-07,0,HỒ CHÍ MINH,2000,92648,11042671832
2023-07-04,1,HỒ CHÍ MINH,2000,31799,4704337612
2023-11-14,1,HÀ NỘI,2000,107322,12715957102
2022-08-30,1,HỒ CHÍ MINH,2000,802,153027357
2023-04-17,1,HỒ CHÍ MINH,2000,29205,4253856489
2023-09-26,0,HỒ CHÍ MINH,2000,71672,6639296846
2022-12-22,1,HÀ NỘI,2000,6824,1049777218
2022-10-21,1,HỒ CHÍ MINH,1009,29,3813360
2023-05-20,1,HỒ CHÍ MINH,1500,6264,2166350250
2023-05-07,1,HỒ CHÍ MINH,1500,7521,2428591457
2023-12-27,1,HÀ NỘI,1500,20190,5067953056
2024-02-19,1,HÀ NỘI,1500,18573,4463971288
2023-02-20,1,HỒ CHÍ MINH,1500,3307,858834429
2024-01-04,1,HÀ NỘI,1009,21,2371770
2023-11-01,1,HÀ NỘI,2000,100810,11280050047
2023-02-23,0,HÀ NỘI,1500,26084,5972639301
2023-07-18,0,HÀ NỘI,2000,113751,10789296730
2022-02-23,0,HỒ CHÍ MINH,2000,100605,13182421456
2023-02-21,1,HÀ NỘI,2000,44172,5292358572
2024-02-20,0,HỒ CHÍ MINH,1500,8048,1631818055
2022-09-24,1,HÀ NỘI,1009,14,2821400
2022-09-29,0,HÀ NỘI,2000,174407,18454279593
2022-10-05,0,HÀ NỘI,2000,203836,21071772268
2023-06-17,0,HÀ NỘI,2000,133397,14279065151
2022-09-17,0,HỒ CHÍ MINH,2000,117490,14960506969
2023-09-11,0,HÀ NỘI,1500,27608,5703315840
2024-04-15,0,HÀ NỘI,2000,118332,11018578488
2023-04-02,1,HỒ CHÍ MINH,2000,29039,4799440515
2022-07-28,0,HỒ CHÍ MINH,1500,14319,3770117958
2023-06-22,1,HỒ CHÍ MINH,1500,5163,1365028141
2023-10-22,1,HÀ NỘI,1500,23988,8641715013
2023-02-07,1,HỒ CHÍ MINH,2000,18924,2635217263
2022-12-06,1,HÀ NỘI,2000,6469,890964283
2023-04-27,1,HÀ NỘI,1009,71,12647885
2023-11-09,1,HÀ NỘI,1009,49,3796254
2023-01-24,0,HÀ NỘI,2000,1170,167942090
2023-08-10,0,HỒ CHÍ MINH,1009,119,5163093
2023-04-14,0,HỒ CHÍ MINH,1009,171,9726900
2023-11-18,1,HỒ CHÍ MINH,1009,487,91258095
2023-02-03,0,HỒ CHÍ MINH,1009,147,7883920
2022-09-16,1,HỒ CHÍ MINH,1009,36,9278050
2023-12-03,1,HÀ NỘI,1009,42,6807250
2023-06-11,0,HÀ NỘI,1009,44,2550840
2022-11-30,1,HÀ NỘI,1009,31,938350
2023-07-14,0,HỒ CHÍ MINH,1009,113,5336586
2022-10-17,0,HÀ NỘI,1009,37,2038200
2022-11-02,0,HÀ NỘI,1009,36,1962160
2022-04-19,0,HỒ CHÍ MINH,2000,105091,14267584338
2023-08-19,0,HÀ NỘI,1009,52,1639980
2023-01-14,1,HÀ NỘI,2000,28060,4916579404
2024-03-05,0,HỒ CHÍ MINH,1009,48,3355624
2023-09-23,1,HÀ NỘI,1009,65,15214570
2023-06-27,1,HÀ NỘI,1009,152,8144940
2022-07-07,0,HÀ NỘI,1500,42857,11008838287
2023-08-27,1,HÀ NỘI,2000,102282,14272413058
